Name,Processor,RAM,Operating System,Storage,Display,Warranty,Price,Rating
Lenovo IdeaPad Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ideapad 5 14itl05 u2a Thin and Lig...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Limited Warranty,"₹62,690",4
DELL G7 Core i9 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070/300 H...,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,79,990",4.5
ASUS VivoBook Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-BQ563TS Thin and L...,Intel Core i3 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,31.24 cm (12.3 inch) Touchscreen Display,1 Year International Travelers Warranty (ITW),"₹68,990",4
HP Pavilion x360 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw1038TU 2 in 1 Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)",1 Year Onsite Warranty,"₹68,990",5
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹43,990",4.5
ASUS ZenBook 13 (2021) OLED Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX325EA-KG511TS Thin...,Intel Core i3 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,1 TB HDD,"SHIFT, SteelSeries Engine 3, Matrix Display (Extend), Dragon Center, GamingMode, VR Ready, Cooler Boost 5, Nahimic 3, Nahimic VR, Giant Speaker",1 Year Onsite Warranty,"₹84,990",5
HP 15s Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15s-du3060TX Thin and Light La...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹58,490",4
APPLE MacBook Air Core i5 10th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MVH22HN/A,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,Mac OS Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,09,990",4.4
acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,Intel Core i5 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Limited Hardware Warranty,"₹1,16,990",5
acer Aspire 5 Core i3 10th Gen - (4 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) A514-53-316M Thin an...,Intel Core i7 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,2 Year Warranty Term for Gaming,"₹39,999",5
ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-BM149T Thin...,Intel Core i7 Processor (8th Gen),16 GB LPDDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",1 Year Onsite Warranty,"₹1,12,890",4
ASUS Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB702TS Thin and Light Laptop,AMD Ryzen 5 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹67,551",4.7
Lenovo IdeaPad Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) IdeaPad 3 14ITL6 Thin and Light La...,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",1 Year Onsite Warranty,"₹43,990",4.4
ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X413EP-EB513...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,2 Year Warranty,"₹62,990",4
ASUS VivoBook Ultra 14 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home) X413JA-EK277TS Thin and Ligh...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Year Carry-In Warranty,"₹58,990",4.2
APPLE MacBook Pro with Touch Bar Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MXK72HN/A,Intel Core i7 Processor (11th Gen),8 GB LPDDR3 RAM,Mac OS Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,32,990",4.7
MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,04,990",3.9
ASUS ZenBook 13 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331UAL-EG031T Thin and Light Lap...,AMD Ryzen 7 Octa Core Processor,8 GB DDR3 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹64,990",4.7
DELL Ryzen 5 Dual Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3505 Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Touchscreen Display,1 Year Domestic Brand Warranty on Device,"₹50,440",4.5
Lenovo Ideapad 3 Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,Intel Core i7 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹33,990",4.8
MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,"₹1,09,990",4.5
MSI GF65 Thin Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 20...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹94,990",4.4
ASUS ZenBook 13 (2021) OLED Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) UX325EA-KG701TS Thin a...,AMD APU Dual Core A6 Processor,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,"₹1,04,990",4.5
ASUS TUF Gaming F15 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce G...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Limited Hardware Warranty,"₹1,23,990",4.2
Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹60,990",4.4
HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15s-FQ2075TU Thin and Light Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,2 Year Warranty,"₹41,980",4.3
acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,16,990",4.2
DELL XPS 7390 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) XPS 7390 Thin and Light Laptop,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"₹1,03,008",4.6
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹43,990",4.2
Lenovo Ideapad S145 APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/Windows 10 Home) S145-15AST Thin and Lig...,AMD Ryzen 7 Octa Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹31,999",4.2
APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/512 GB SSD/Mac OS Catalina) MWP72HN/A,Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,Mac OS Operating System,1 TB HDD|256 GB SSD,33.02 cm (13 inch) Display,1 Year Onsite Warranty Commencing from the Date of Purchase,"₹1,69,990",4.8
HP 15s Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 15s-du3047TX Laptop,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)",1 Year Onsite Warranty,"₹65,990",4.5
MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,09,990",4.5
ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,1 TB SSD,"SHIFT, SteelSeries Engine 3, Matrix Display (Extend), Dragon Center, GamingMode, VR Ready, Cooler Boost 5, Nahimic 3, Nahimic VR, Giant Speaker",1 Year Onsite Warranty,"₹1,39,990",5
ASUS ZenBook Duo 14 (2021) Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX482EG-K...,Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,Windows 10 Operating System,2 TB SSD,33.78 cm (13.3 inch) Display,1 Year Limited Hardware Warranty,"₹1,34,990",4
HP 15s Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3032TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹53,490",4.5
Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹60,990",4
Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹57,990",5
HP Pavilion Gaming Ryzen 5 Quad Core 3550H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/N...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",1 Year Onsite Warranty,"₹64,690",4.2
ASUS Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515JA-EJ502TS Thin and Light Laptop,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Manufacturer Warranty on the Device from the Date of Purchase,"₹46,990",5
Lenovo IdeaPad Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ideapad 5 14itl05 u2a Thin and Lig...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,"₹62,690",4
APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP82HN/A,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,Mac OS Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,74,900",4.2
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,2 Years Onsite Warranty,"₹69,990",5
HP Spectre x360 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13-aw0205tu 2 in 1 Laptop,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry In Warranty,"₹1,62,990",4
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹44,990",4.8
ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ143TS Thi...,Intel Core i5 Processor (10th Gen),16 GB LPDDR3 RAM,64 bit Windows 10 Operating System,1 TB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,"₹1,24,990",5
HP Pavilion x360 Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dh1502TU 2 in 1 Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹52,489",5
ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4118T Thin and Light Lapt...,Intel Core i7 Processor (8th Gen),8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹59,990",4.5
Lenovo IdeaPad Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10 Home) 15ALC05 A Thin and Light L...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.02 cm (13 inch) Display,1 Year Onsite Warranty,"₹67,990",4.8
ASUS ROG Strix Edition Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics/NVID...,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",128 GB NVMe PCIe 3.0 x4 SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,39,990",4.5
MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹99,990",3.9
Lenovo Yoga Slim 7 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) 14ITL05 Thin and Light Laptop,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",1 Year Onsite Warranty,"₹97,990",4.5
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display,1 Year Onsite Warranty,"₹43,990",4.5
Lenovo Ideapad 3 Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Touchscreen Display,1 Year Manufacturer Warranty on the Device from the Date of Purchase,"₹45,990",4.6
DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),16 GB DDR3 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,14,990",4.4
ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) K513EA-BQ303TS Thin and Light Laptop,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹44,590",3.9
acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,3 Year Limited Warranty,"₹1,16,990",4.4
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/N...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹75,290",4.6
ASUS ZenBook Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX325JA-EG135TS Thin and Light Lapto...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,2 Year Warranty,"₹74,790",4.5
HP Envy Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics) 15-ep0123TX Laptop,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,43,990",3.7
ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331UAL-EG011T Thin and Light Lap...,AMD Ryzen 5 Quad Core Processor,8 GB DDR3 RAM,64 bit Windows 10 Operating System,1 TB SSD,33.02 cm (13 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹59,990",4.4
HP 15s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 15s-DR3500TX Thin and Light ...,Microsoft Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inches) Touchscreen Display,1 Year Onsite Warranty,"₹62,990",4.5
Lenovo IdeaPad Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) IdeaPad 3 14ITL6 Thin and Light La...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹43,990",4.6
HP Spectre x360 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro/4 GB Graphics) 15-eb0014tx 2 in 1 ...,Intel Core i5 Processor (7th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,83,990",4.4
LG Gram Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 15Z990 Thin and Light Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹69,990",4.5
ASUS ROG Zephyrus S15 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,AMD Ryzen 7 Octa Core Processor,32 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"₹2,34,990",5
MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (9th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,"₹1,09,990",4
ASUS Ryzen 5 Quad Core - (4 GB/256 GB SSD/Windows 10 Home) M515DA-BQ522TS Thin and Light Laptop,Intel Core i5 Processor (9th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹43,990",4.5
DELL 3501 Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) INSPIRON 3501 Notebook,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry In Warranty,"₹57,440",4
DELL Inspiron 5000 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) 5491 2 in 1 Laptop,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹57,390",5
HP Omen Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,02,551",4.6
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P24...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹86,990",5
Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹60,990",4
ASUS TUF Gaming Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year Carry in Warranty,"₹73,990",4.5
Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹49,990",5
Lenovo Yoga C640 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) C640-13IML 2 in 1 Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹72,989",4
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,Intel Core i9 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹43,990",3.9
MSI Modern 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 A10RAS-1069...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,"₹79,990",3
ASUS ZenBook Duo 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX482EG...,AMD Ryzen 5 Quad Core Processor (3rd Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,14,990",3
ASUS ZenBook Duo 14 (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX482EA-KA501TS Thin a...,Intel Core i7 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,2 Year Warranty Term for Gaming,"₹1,05,590",3.8
acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,AMD Ryzen 3 Dual Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹1,16,990",4.4
DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Inspiron 3501 Notebook,Intel Core i7 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 Inch) Display,3 Years Manufacturer Warranty,"₹56,899",3.9
